IE_XML_ID;Цвет;дет_описание;пол;тг;блок;сезонность;Группировка по колодке (сайт);Наименование маркетинг;Материал верха (маркетинг);Материал верха фильтр;Группировка по моделям (сайт) ;Материал подкладки (маркетинг);Материал подкладки фильтр;Цвет (маркетинг)
500124147;синий;;Мужской;Мокасины;Обувь;Всесезонная;222205;Синие мужские мокасины;натуральная кожа;натуральная кожа;98383;натуральная кожа;натуральная кожа;синий
500124151;черный;;Мужской;Мокасины;Обувь;Всесезонная;222207;Черные мужские мокасины;натуральная кожа;натуральная кожа;98384;натуральная кожа;натуральная кожа;черный
500124153;синий;;Мужской;Мокасины;Обувь;Лето;222207;Синие мужские мокасины;натуральная кожа;натуральная кожа;98384;натуральная кожа;натуральная кожа;синий
500124154;синий;;Мужской;Мокасины;Обувь;Всесезонная;222207;Синие мужские мокасины;натуральная кожа;натуральная кожа;98385;натуральная кожа;натуральная кожа;синий
500124155;синий;;Мужской;Мокасины;Обувь;Всесезонная;222208;Синие мужские мокасины;натуральная кожа;натуральная кожа;98386;натуральная кожа;натуральная кожа;синий
500124157;черный;;Мужской;Мокасины;Обувь;Всесезонная;222208;Черные мужские мокасины;натуральная кожа;натуральная кожа;98386;натуральная кожа;натуральная кожа;черный
500124158;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222209;Коричневые туфли на каблуке;натуральная кожа;натуральная кожа;98387;натуральная кожа;натуральная кожа;коричневый
500124159;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222209;Мужские туфли на каблуке;натуральная кожа;натуральная кожа;98388;натуральная кожа;натуральная кожа;черный
500124161;красный;;Мужской;Полуботинки;Обувь;Всесезонная;222209;Мужские туфли на каблуке;натуральная кожа;натуральная кожа;98389;натуральная кожа;натуральная кожа;бордовый
500124162;красный;;Мужской;Полуботинки;Обувь;Всесезонная;222209;Бордовые мужские полуботинки;натуральная кожа;натуральная кожа;98390;натуральная кожа;натуральная кожа;бордовый
500124164;синий;;Мужской;Кроссовки;Обувь;Всесезонная;222210;Мужские кроссовки замша;замша;замша;98391;текстиль;текстиль;темно-синий
500124165;зеленый;;Мужской;Кроссовки;Обувь;Всесезонная;222210;Зеленые мужские кроссовки;замша;замша;98391;текстиль;текстиль;зеленый
500124166;бежевый;;Мужской;Полуботинки;Обувь;Лето;222211;Бежевые мужские туфли;нубук;нубук;98392;без подкладки;без подкладки;бежевый
500124167;синий;;Мужской;Полуботинки;Обувь;Лето;222211;Синие мужские туфли;нубук;нубук;98392;без подкладки;без подкладки;синий
500124168;серый;;Мужской;Полуботинки;Обувь;Лето;222211;Серые туфли нубук;нубук;нубук;98392;без подкладки;без подкладки;серый
500124169;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222212;Мужские туфли из кожи;натуральная кожа;натуральная кожа;98393;без подкладки;без подкладки;темно-синий
500124175;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222215;Синие мужские туфли;натуральная кожа;натуральная кожа;98394;натуральная кожа;натуральная кожа;синий
500124176;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222215;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98394;натуральная кожа;натуральная кожа;коричневый
500124177;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222215;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98394;натуральная кожа;натуральная кожа;черный
500124178;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222216;Рыжые мужские туфли;натуральная кожа;натуральная кожа;98395;без подкладки;без подкладки;рыжий
500124179;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222216;Мужские туфли из кожи;натуральная кожа;натуральная кожа;98395;без подкладки;без подкладки;темно-синий
500124180;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222216;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98395;без подкладки;без подкладки;черный
500124181;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222217;Мужские замшевые туфли;замша;замша;98396;натуральная кожа;натуральная кожа;темно-синий
500124182;бежевый;;Мужской;Полуботинки;Обувь;Всесезонная;222217;Бежевые мужские полуботинки;замша;замша;98396;натуральная кожа;натуральная кожа;бежевый
500124183;синий;;Мужской;Кроссовки;Обувь;Всесезонная;222218;Мужские кожаные кроссовки;натуральная кожа;натуральная кожа;98397;натуральная кожа;натуральная кожа;темно-синий
500124184;черный;;Мужской;Кроссовки;Обувь;Всесезонная;222218;Черные мужские кроссовки;натуральная кожа;натуральная кожа;98397;натуральная кожа;натуральная кожа;черный
500124185;белый;;Мужской;Кроссовки;Обувь;Всесезонная;222218;Белые мужские кроссовки;натуральная кожа;натуральная кожа;98397;натуральная кожа;натуральная кожа;белый
500124186;белый;;Мужской;Кроссовки;Обувь;Всесезонная;222219;Белые мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;белый
500124187;серый;;Мужской;Кроссовки;Обувь;Всесезонная;222219;Серые мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;серый
500124188;черный;;Мужской;Кроссовки;Обувь;Всесезонная;222219;Черные мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;черный
500124189;синий;;Мужской;Кроссовки;Обувь;Всесезонная;222219;Синие мужские кроссовки;натуральная кожа;натуральная кожа;98398;натуральная кожа;натуральная кожа;синий
500124190;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222220;Мужские кожаные туфли;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;темно-синий
500124191;серый;;Мужской;Полуботинки;Обувь;Всесезонная;222220;Серые мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;серый
500124192;красный;;Мужской;Полуботинки;Обувь;Всесезонная;222220;Красные мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;красный
500124193;голубой;;Мужской;Полуботинки;Обувь;Всесезонная;222220;Голубые мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;голубой
500124194;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222220;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;рыжий
500124195;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222220;Черные мужские туфли;натуральная кожа;натуральная кожа;98399;без подкладки;без подкладки;черный
500124196;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222221;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98400;натуральная кожа;натуральная кожа;рыжий
500124197;красный;;Мужской;Полуботинки;Обувь;Всесезонная;222221;Красные мужские туфли;натуральная кожа;натуральная кожа;98400;натуральная кожа;натуральная кожа;красный
500124198;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222221;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98400;натуральная кожа;натуральная кожа;черный
500124199;коричневый;;Мужской;Полуботинки;Обувь;Лето;222221;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98401;натуральная кожа;натуральная кожа;рыжий
500124200;черный;;Мужской;Полуботинки;Обувь;Лето;222221;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98401;натуральная кожа;натуральная кожа;черный
500124201;синий;;Мужской;Полуботинки;Обувь;Лето;222221;Мужские летние туфли;натуральная кожа;натуральная кожа;98401;натуральная кожа;натуральная кожа;темно-синий
500124202;красный;;Мужской;Кеды;Обувь;Всесезонная;222222;Красные мужские кеды;натуральная кожа;натуральная кожа;98402;кожа/текстиль;натуральная кожа;красный
500124203;белый;;Мужской;Кеды;Обувь;Всесезонная;222222;Белые мужские кеды;натуральная кожа;натуральная кожа;98402;кожа/текстиль;натуральная кожа;белый
500124204;коричневый;;Мужской;Кеды;Обувь;Всесезонная;222222;Рыжые мужские кеды;натуральная кожа;натуральная кожа;98402;кожа/текстиль;натуральная кожа;рыжий
500124205;серый;;Мужской;Кеды;Обувь;Лето;222222;Серые мужские кеды;натуральная кожа;натуральная кожа;98403;натуральная кожа;натуральная кожа;серый
500124206;черный;;Мужской;Кеды;Обувь;Лето;222222;Черные мужские кеды;натуральная кожа;натуральная кожа;98403;натуральная кожа;натуральная кожа;черный
500124207;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222223;Черные мужские туфли;натуральная кожа;натуральная кожа;98404;натуральная кожа;натуральная кожа;черный
500124208;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222223;Мужские полуботинки кожа;натуральная кожа;натуральная кожа;98404;натуральная кожа;натуральная кожа;темно-синий
500124209;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222223;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98404;натуральная кожа;натуральная кожа;коричневый
500124210;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222224;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98405;натуральная кожа;натуральная кожа;черный
500124211;голубой;;Мужской;Полуботинки;Обувь;Всесезонная;222224;Голубые мужские полуботинки;натуральная кожа;натуральная кожа;98405;натуральная кожа;натуральная кожа;голубой
500124212;голубой;;Мужской;Кеды;Обувь;Лето;222225;Голубые мужские кеды;натуральная кожа;натуральная кожа;98406;натуральная кожа;натуральная кожа;голубой
500124213;черный;;Мужской;Кеды;Обувь;Лето;222225;Черные мужские кеды;натуральная кожа;натуральная кожа;98406;натуральная кожа;натуральная кожа;черный
500124214;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Черные мужские туфли;натуральная кожа;натуральная кожа;98407;без подкладки;без подкладки;черный
500124215;красный;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Красные мужские туфли;натуральная кожа;натуральная кожа;98407;без подкладки;без подкладки;красный
500124216;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Полуботинки из натуральной кожи;натуральная кожа;натуральная кожа;98407;без подкладки;без подкладки;темно-синий
500124217;черный;;Мужской;Полуботинки;Обувь;Лето;222226;Черные мужские туфли;натуральная кожа;натуральная кожа;98408;без подкладки;без подкладки;черный
500124218;коричневый;;Мужской;Полуботинки;Обувь;Лето;222226;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98409;без подкладки;без подкладки;коричневый
500124219;красный;;Мужской;Полуботинки;Обувь;Лето;222226;Красные мужские туфли;натуральная кожа;натуральная кожа;98409;без подкладки;без подкладки;красный
500124220;синий;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Синие мужские туфли;натуральная кожа;натуральная кожа;98410;без подкладки;без подкладки;синий
500124221;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Черные мужские туфли;натуральная кожа;натуральная кожа;98410;без подкладки;без подкладки;черный
500124222;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98411;без подкладки;без подкладки;коричневый
500124223;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222226;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98411;без подкладки;без подкладки;черный
500124224;черный;;Мужской;Полуботинки;Обувь;Лето;222226;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98412;без подкладки;без подкладки;черный
500124225;синий;;Мужской;Полуботинки;Обувь;Лето;222227;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98413;без подкладки;без подкладки;синий
500124226;коричневый;;Мужской;Полуботинки;Обувь;Лето;222227;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98413;без подкладки;без подкладки;коричневый
500124227;голубой;;Мужской;Кроссовки;Обувь;Всесезонная;222228;Голубые мужские кроссовки;натуральная кожа;натуральная кожа;98414;натуральная кожа;натуральная кожа;голубой
500124228;черный;;Мужской;Кроссовки;Обувь;Всесезонная;222228;Черные мужские кроссовки;натуральная кожа;натуральная кожа;98414;натуральная кожа;натуральная кожа;черный
500124229;белый;;Мужской;Кроссовки;Обувь;Всесезонная;222228;Белые мужские кроссовки;натуральная кожа;натуральная кожа;98414;натуральная кожа;натуральная кожа;белый
500124967;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222231;Черные мужские полуботинки;натуральная кожа;натуральная кожа;98415;без подкладки;без подкладки;черный
500124968;черный;;Мужской;Полуботинки;Обувь;Всесезонная;222232;Черные мужские туфли;натуральная кожа;натуральная кожа;98416;натуральная кожа;натуральная кожа;черный
500124969;коричневый;;Мужской;Полуботинки;Обувь;Всесезонная;222234;Рыжые мужские полуботинки;натуральная кожа;натуральная кожа;98417;натуральная кожа;натуральная кожа;рыжий
500124813;розовый;Страна производства: Италия;Женский;Туфли;Обувь;Всесезонная;224104;Розовые женские туфли;натуральная кожа;натуральная кожа;98418;натуральная кожа;натуральная кожа;розовый
500124814;серый;Страна производства: Италия;Женский;Туфли;Обувь;Всесезонная;224106;Серые женские туфли;натуральная кожа;натуральная кожа;98419;натуральная кожа;натуральная кожа;серый
500124815;розовый;Страна производства: Италия;Женский;Кроссовки;Обувь;Всесезонная;224108;Розовые женские кроссовки;натуральная кожа;натуральная кожа;98420;натуральная кожа;натуральная кожа;розовый
500124816;серый;Страна производства: Италия;Женский;Кроссовки;Обувь;Всесезонная;224108;Серые женские кроссовки;натуральная кожа;натуральная кожа;98420;натуральная кожа;натуральная кожа;серый
500124817;белый;Страна производства: Италия;Женский;Кеды;Обувь;Всесезонная;224110;Женские кеды из кожи;натуральная кожа;натуральная кожа;98421;натуральная кожа;натуральная кожа;белый / черный
500124818;бежевый;Страна производства: Италия;Женский;Ботинки;Обувь;Всесезонная;224111;Бежевые женские ботинки;натуральная кожа;натуральная кожа;98422;натуральная кожа;натуральная кожа;бежевый
500124819;красный;Страна производства: Италия;Женский;Полусапоги;Обувь;Всесезонная;224113;Красные женские полусапоги;натуральная кожа;натуральная кожа;98423;натуральная кожа;натуральная кожа;красный
500124820;красный;Страна производства: Италия;Женский;Кроссовки;Обувь;Всесезонная;224114;Красные женские кроссовки;натуральная кожа;натуральная кожа;98424;натуральная кожа;натуральная кожа;красный
500124821;черный;Страна производства: Италия;Женский;Кроссовки;Обувь;Всесезонная;224114;Черные женские кроссовки;натуральная кожа;натуральная кожа;98424;натуральная кожа;натуральная кожа;черный
500123958;синий;Страна производства: Италия;Мужской;Полуботинки;Обувь;Всесезонная;224200;Синие мужские туфли;натуральная кожа;натуральная кожа;98425;натуральная кожа;натуральная кожа;синий
500123959;коричневый;Страна производства: Италия;Мужской;Полуботинки;Обувь;Всесезонная;224200;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98425;натуральная кожа;натуральная кожа;коричневый
500123960;коричневый;Страна производства: Италия;Мужской;Полуботинки;Обувь;Всесезонная;224201;Коричневые мужские полуботинки;замша;замша;98426;натуральная кожа;натуральная кожа;коричневый
500123961;синий;Страна производства: Италия;Мужской;Полуботинки;Обувь;Всесезонная;224201;Туфли из натуральной кожи;натуральная кожа;натуральная кожа;98426;натуральная кожа;натуральная кожа;серо-синий
500123962;синий;Страна производства: Италия;Мужской;Полуботинки;Обувь;Всесезонная;224202;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98427;натуральная кожа;натуральная кожа;синий
500123963;коричневый;Страна производства: Италия;Мужской;Полуботинки;Обувь;Всесезонная;224202;Туфли из натуральной кожи;натуральная кожа;натуральная кожа;98427;натуральная кожа;натуральная кожа;темно-коричневый
500122924;черный;Страна производства: Бразилия;Женский;Слиперы;Обувь;Всесезонная;225100;Черные женские слиперы;натуральная кожа;натуральная кожа;98428;текстиль;текстиль;черный
500122925;серый;Страна производства: Бразилия;Женский;Слиперы;Обувь;Всесезонная;225100;Серые женские слиперы;натуральная кожа;натуральная кожа;98428;текстиль;текстиль;серый
500123023;молочный;Страна производства: Бразилия;Женский;Кеды;Обувь;Всесезонная;225100;Молочные женские кеды;натуральная кожа;натуральная кожа;98429;текстиль;текстиль;молочный
500122929;белый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225101;Белые женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;белый
500122930;синий;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225101;Синие женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;синий
500122931;желтый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225101;Желтые женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;желтый
500122932;бежевый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225101;Бежевые женские кеды;натуральная кожа;натуральная кожа;98430;без подкладки;без подкладки;бежевый
500122937;бежевый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225102;Бежевые женские кеды;натуральная кожа;натуральная кожа;98431;текстиль;текстиль;бежевый
500122938;желтый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225102;Желтые женские кеды;натуральная кожа;натуральная кожа;98431;текстиль;текстиль;желтый
500122939;серый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225102;Серые женские кеды;натуральная кожа;натуральная кожа;98431;текстиль;текстиль;серый
500122933;красный;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225102;Красные женские кеды;натуральная кожа;натуральная кожа;98432;без подкладки;без подкладки;красный
500122934;синий;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225102;Синие женские кеды;натуральная кожа;натуральная кожа;98432;без подкладки;без подкладки;синий
500122935;бежевый;Страна производства: Бразилия;Женский;Кеды;Обувь;Лето;225102;Бежевые женские кеды;натуральная кожа;натуральная кожа;98432;без подкладки;без подкладки;бежевый
500122926;желтый;Страна производства: Бразилия;Женский;Слиперы;Обувь;Всесезонная;225102;Желтые женские слиперы;натуральная кожа;натуральная кожа;98433;текстиль;текстиль;желтый
500122927;бежевый;Страна производства: Бразилия;Женский;Слиперы;Обувь;Всесезонная;225102;Бежевые женские слиперы;натуральная кожа;натуральная кожа;98433;текстиль;текстиль;бежевый
500122928;синий;Страна производства: Бразилия;Женский;Слиперы;Обувь;Всесезонная;225102;Синие женские слиперы;натуральная кожа;натуральная кожа;98433;текстиль;текстиль;синий
500123049;молочный;Страна производства: Бразилия;Женский;Слиперы;Обувь;Всесезонная;225102;Молочные женские слиперы;натуральная кожа;натуральная кожа;98434;без подкладки;без подкладки;молочный
500122940;синий;Страна производства: Бразилия;Женский;Кроссовки;Обувь;Всесезонная;225103;Синие женские кроссовки;натуральная кожа;натуральная кожа;98435;текстиль;текстиль;синий
500122941;бежевый;Страна производства: Бразилия;Женский;Кроссовки;Обувь;Всесезонная;225103;Бежевые женские кроссовки;натуральная кожа;натуральная кожа;98435;текстиль;текстиль;бежевый
500123019;молочный;Страна производства: Бразилия;Женский;Кеды;Обувь;Всесезонная;225104;Молочные женские кеды;натуральная кожа;натуральная кожа;98436;без подкладки;без подкладки;молочный
500123020;молочный;Страна производства: Бразилия;Женский;Кеды;Обувь;Всесезонная;225105;Молочные женские кеды;натуральная кожа;натуральная кожа;98437;без подкладки;без подкладки;молочный
500123021;черный;Страна производства: Бразилия;Женский;Кеды;Обувь;Всесезонная;225105;Черные женские кеды;натуральная кожа;натуральная кожа;98437;без подкладки;без подкладки;черный
500123022;желтый;Страна производства: Бразилия;Женский;Кеды;Обувь;Всесезонная;225105;Желтые женские кеды;натуральная кожа;натуральная кожа;98437;без подкладки;без подкладки;желтый
500122851;розовый;Страна производства: Республика Македония;Женский;Слиперы;Обувь;Всесезонная;226105;Женские слиперы из кожи;натуральная кожа;натуральная кожа;98438;без подкладки;без подкладки;светло-розовый
500122852;голубой;Страна производства: Республика Македония;Женский;Слиперы;Обувь;Всесезонная;226105;Голубые женские слиперы;натуральная кожа;натуральная кожа;98438;без подкладки;без подкладки;голубой
500122853;бежевый;Страна производства: Республика Македония;Женский;Слиперы;Обувь;Всесезонная;226105;Бежевые женские слиперы;замша;замша;98438;без подкладки;без подкладки;бежевый
500122854;желтый;Страна производства: Республика Македония;Женский;Слиперы;Обувь;Всесезонная;226105;Желтые женские слиперы;натуральная кожа;натуральная кожа;98439;без подкладки;без подкладки;желтый
500122855;розовый;Страна производства: Республика Македония;Женский;Слиперы;Обувь;Всесезонная;226105;Розовые женские слиперы;замша;замша;98439;без подкладки;без подкладки;розовый
500122863;голубой;Страна производства: Тунис;Женский;Сабо;Обувь;Лето;226106;Голубые женские сабо;натуральная кожа;натуральная кожа;98440;натуральная кожа;натуральная кожа;голубой
500122864;черный;Страна производства: Тунис;Женский;Сабо;Обувь;Лето;226106;Женские сабо на каблуке;натуральная кожа;натуральная кожа;98440;натуральная кожа;натуральная кожа;черный
500122865;серый;Страна производства: Тунис;Женский;Сабо;Обувь;Лето;226106;Серые женские сабо;натуральная кожа;натуральная кожа;98440;натуральная кожа;натуральная кожа;серый
500122866;розовый;Страна производства: Тунис;Женский;Босоножки;Обувь;Лето;226106;Розовые женские босоножки;замша;замша;98441;натуральная кожа;натуральная кожа;розовый
500122867;бежевый;Страна производства: Тунис;Женский;Босоножки;Обувь;Лето;226106;Бежевые женские босоножки;замша;замша;98441;натуральная кожа;натуральная кожа;бежевый
500122868;серый;Страна производства: Тунис;Женский;Босоножки;Обувь;Лето;226106;Серые женские босоножки;замша;замша;98441;натуральная кожа;натуральная кожа;серый
500122869;голубой;Страна производства: Албания;Женский;Полуботинки;Обувь;Всесезонная;226107;Голубые женские полуботинки;замша;замша;98442;натуральная кожа;натуральная кожа;голубой
500122870;зеленый;Страна производства: Албания;Женский;Полуботинки;Обувь;Всесезонная;226107;Зеленые женские полуботинки;замша;замша;98442;натуральная кожа;натуральная кожа;зеленый
500122873;серый;Страна производства: Италия;Женский;Туфли;Обувь;Лето;226109;Серые женские туфли;замша;замша;98443;натуральная кожа;натуральная кожа;серый
500122874;голубой;Страна производства: Италия;Женский;Туфли;Обувь;Лето;226109;Голубые женские туфли;замша;замша;98443;натуральная кожа;натуральная кожа;голубой
500122948;черный;Страна производства: Албания;Женский;Полуботинки;Обувь;Всесезонная;226116;Черные женские полуботинки;натуральная кожа;натуральная кожа;98444;натуральная кожа;натуральная кожа;черный
500122794;синий;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227200;Синие мужские туфли;натуральная кожа;натуральная кожа;98445;натуральная кожа;натуральная кожа;синий
500122795;коричневый;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227200;Рыжые мужские туфли;натуральная кожа;натуральная кожа;98445;натуральная кожа;натуральная кожа;рыжий
500122793;коричневый;Страна производства: Португалия;Мужской;Кроссовки;Обувь;Всесезонная;227201;Коричневые мужские кроссовки;замша;замша;98446;натуральная кожа;натуральная кожа;коричневый
500122796;серый;Страна производства: Португалия;Мужской;Кроссовки;Обувь;Всесезонная;227201;Серые мужские кроссовки;замша;замша;98446;натуральная кожа;натуральная кожа;серый
500122797;синий;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227202;Синие мужские туфли;замша;замша;98447;натуральная кожа;натуральная кожа;синий
500122798;коричневый;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227202;Коричневые мужские туфли;замша;замша;98447;натуральная кожа;натуральная кожа;коричневый
500122801;коричневый;Страна производства: Португалия;Мужской;Кроссовки;Обувь;Всесезонная;227203;Мужские кожаные кроссовки;натуральная кожа;натуральная кожа;98448;натуральная кожа;натуральная кожа;светло-коричневый
500122802;синий;Страна производства: Португалия;Мужской;Кроссовки;Обувь;Всесезонная;227203;Синие мужские кроссовки;натуральная кожа;натуральная кожа;98448;натуральная кожа;натуральная кожа;синий
500122803;коричневый;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227204;Коричневые мужские туфли;натуральная кожа;натуральная кожа;98449;натуральная кожа;натуральная кожа;коричневый
500122804;синий;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227204;Синие мужские туфли;натуральная кожа;натуральная кожа;98449;натуральная кожа;натуральная кожа;синий
500122805;черный;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227204;Черные мужские туфли;натуральная кожа;натуральная кожа;98449;натуральная кожа;натуральная кожа;черный
500122806;бежевый;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227205;Бежевые мужские полуботинки;замша;замша;98450;натуральная кожа;натуральная кожа;бежевый
500122807;синий;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227205;Синие мужские полуботинки;натуральная кожа;натуральная кожа;98450;натуральная кожа;натуральная кожа;синий
500122810;бежевый;Страна производства: Португалия;Мужской;Мокасины;Обувь;Всесезонная;227207;Бежевые мужские мокасины;замша;замша;98451;без подкладки;без подкладки;бежевый
500122811;коричневый;Страна производства: Португалия;Мужской;Мокасины;Обувь;Всесезонная;227207;Рыжые мужские мокасины;замша;замша;98451;без подкладки;без подкладки;рыжий
500122812;коричневый;Страна производства: Португалия;Мужской;Полуботинки;Обувь;Всесезонная;227208;Коричневые мужские полуботинки;натуральная кожа;натуральная кожа;98452;натуральная кожа;натуральная кожа;коричневый
500122815;серый;Страна производства: Португалия;Мужской;Кеды;Обувь;Всесезонная;227209;Мужские кеды нубук;нубук;нубук;98453;натуральная кожа;натуральная кожа;светло-серый
500122816;синий;Страна производства: Португалия;Мужской;Кеды;Обувь;Всесезонная;227209;Мужские кеды нубук;нубук;нубук;98453;натуральная кожа;натуральная кожа;темно-синий
500122817;синий;Страна производства: Португалия;Мужской;Кроссовки;Обувь;Всесезонная;227210;Синие мужские кроссовки;замша;замша;98454;натуральная кожа;натуральная кожа;синий
500122818;серый;Страна производства: Португалия;Мужской;Кеды;Обувь;Всесезонная;227211;Серые мужские кеды;натуральная кожа;натуральная кожа;98455;текстиль;текстиль;серый
500122829;коричневый;Страна производства: Португалия;Мужской;Мокасины;Обувь;Всесезонная;227214;Коричневые мужские мокасины;натуральная кожа;натуральная кожа;98456;без подкладки;без подкладки;коричневый
