IE_XML_ID;сезонность;Группировка по колодке (сайт);Наименование маркетинг;Материал верха (маркетинг);Материал верха фильтр;Группировка по моделям (сайт) ;Материал подкладки (маркетинг);Материал подкладки фильтр;Цвет (маркетинг);Цвет (фильтр)
500124508;Всесезонная;221517;Зеленая женская сумка;экокожа;экокожа;98267;текстиль;текстиль;зеленый;зеленый
500124507;Всесезонная;221517;Коричневая женская сумка;экокожа;экокожа;98267;текстиль;текстиль;коричневый;коричневый
500124510;Всесезонная;221518;Бежевая женская сумка;экокожа;экокожа;98268;текстиль;текстиль;бежевый;бежевый
500124509;Всесезонная;221518;Коричневая женская сумка;экокожа;экокожа;98268;текстиль;текстиль;коричневый;коричневый
500124512;Всесезонная;221519;Бордовая женская сумка;экокожа;экокожа;98269;текстиль;текстиль;бордовый;красный
500124511;Всесезонная;221519;Коричневая женская сумка;экокожа;экокожа;98269;текстиль;текстиль;коричневый;коричневый
500124514;Всесезонная;221520;Бежевая женская сумка;экокожа;экокожа;98270;текстиль;текстиль;бежевый;бежевый
500124513;Всесезонная;221520;Желтая женская сумка;экокожа;экокожа;98270;текстиль;текстиль;желтый;желтый
500124515;Всесезонная;221521;Черная женская сумка;экокожа;экокожа;98271;текстиль;текстиль;черный;черный
500124516;Всесезонная;221521;Коричневая женская сумка;экокожа;экокожа;98271;текстиль;текстиль;коричневый;коричневый
500124518;Всесезонная;221522;Бежевая женская сумка;экокожа;экокожа;98272;текстиль;текстиль;бежевый;бежевый
500124519;Всесезонная;221522;Розовая женская сумка;экокожа;экокожа;98272;текстиль;текстиль;розовый;розовый
500124520;Всесезонная;221523;Черная женская сумка;экокожа;экокожа;98273;текстиль;текстиль;черный;черный
500124521;Всесезонная;221523;Серая женская сумка;экокожа;экокожа;98273;текстиль;текстиль;серый;серый
500124522;Всесезонная;221524;Розовая женская сумка;экокожа;экокожа;98274;текстиль;текстиль;розовый;розовый
500124523;Всесезонная;221524;Серая женская сумка;экокожа;экокожа;98274;текстиль;текстиль;серый;серый
500124526;Всесезонная;221525;Розовая женская сумка;экокожа;экокожа;98275;текстиль;текстиль;розовый;розовый
500124527;Всесезонная;221525;Голубая женская сумка;экокожа;экокожа;98275;текстиль;текстиль;голубой;голубой
500124524;Всесезонная;221525;Золотая женская сумка;экокожа;экокожа;98275;текстиль;текстиль;золотой;желтый
500124525;Всесезонная;221525;Серебряная женская сумка;экокожа;экокожа;98275;текстиль;текстиль;серебряный;серебряный
500124704;Всесезонная;221526;Женская бежевая сумка;экокожа;экокожа;98276;текстиль;текстиль;светло-бежевый;бежевый
500124705;Всесезонная;221526;Синяя женская сумка;экокожа;экокожа;98276;текстиль;текстиль;синий;синий
500124702;Всесезонная;221526;Розовая женская сумка;экокожа;экокожа;98276;текстиль;текстиль;розовый;розовый
500124703;Всесезонная;221526;Женская серая сумка;экокожа;экокожа;98276;текстиль;текстиль;светло-серый;серый
500124707;Всесезонная;221527;Женская сумка;экокожа;экокожа;98277;текстиль;текстиль;темно-синий / розовый;синий
500124708;Всесезонная;221527;Женская сумка;экокожа;экокожа;98277;текстиль;текстиль;красный / серый;красный
500124706;Всесезонная;221527;Женская сумка;экокожа;экокожа;98277;текстиль;текстиль;темно-зеленый / коричневый;зеленый
500124709;Всесезонная;221527;Женская сумка;экокожа;экокожа;98277;текстиль;текстиль;голубой / белый;голубой
500124712;Всесезонная;221528;Женская сумка;экокожа;экокожа;98278;текстиль;текстиль;бордовый / темно-синий;коричневый
500124710;Всесезонная;221528;Женская сумка;экокожа;экокожа;98278;текстиль;текстиль;розовый / бежевый;розовый
500124713;Всесезонная;221528;Женская сумка;экокожа;экокожа;98278;текстиль;текстиль;коричневый / светло-серый;разноцветный
500124711;Всесезонная;221528;Женская сумка;экокожа;экокожа;98278;текстиль;текстиль;светло-серый / зеленый;зеленый
500124716;Всесезонная;221529;Женская сумка;экокожа;экокожа;98279;текстиль;текстиль;светло-бежевый;бежевый
500124717;Всесезонная;221529;Голубая женская сумка;экокожа;экокожа;98279;текстиль;текстиль;голубой;голубой
500124714;Всесезонная;221529;Красная женская сумка;экокожа;экокожа;98279;текстиль;текстиль;красный;красный
500124715;Всесезонная;221529;Женская сумка;экокожа;экокожа;98279;текстиль;текстиль;светло-зеленый;зеленый
500124718;Всесезонная;221530;Женская сумка;экокожа;экокожа;98280;текстиль;текстиль;темно-синий;синий
500124719;Всесезонная;221530;Розовая женская сумка;экокожа;экокожа;98280;текстиль;текстиль;розовый;розовый
500124722;Всесезонная;221530;Зеленая женская сумка;экокожа;экокожа;98280;текстиль;текстиль;зеленый;зеленый
500124720;Всесезонная;221530;Женская сумка;экокожа;экокожа;98280;текстиль;текстиль;светло-серый;серый
500124721;Всесезонная;221530;Красная женская сумка;экокожа;экокожа;98280;текстиль;текстиль;красный;красный
500124723;Всесезонная;221531;Женская сумка;экокожа;экокожа;98281;текстиль;текстиль;светло-бежевый;бежевый
500124725;Всесезонная;221531;Сиреневая женская сумка;экокожа;экокожа;98281;текстиль;текстиль;сиреневый;красный
500124724;Всесезонная;221531;Красная женская сумка;экокожа;экокожа;98281;текстиль;текстиль;красный;красный
500124726;Всесезонная;221531;Черная женская сумка;экокожа;экокожа;98281;текстиль;текстиль;черный;черный
500124729;Всесезонная;221532;Женская сумка;экокожа;экокожа;98282;текстиль;текстиль;светло-бежевый;бежевый
500124730;Всесезонная;221532;Женская сумка;экокожа;экокожа;98282;текстиль;текстиль;темно-синий;синий
500124728;Всесезонная;221532;Розовая женская сумка;экокожа;экокожа;98282;текстиль;текстиль;розовый;розовый
500124727;Всесезонная;221532;Зеленая женская сумка;экокожа;экокожа;98282;текстиль;текстиль;зеленый;зеленый
500124731;Всесезонная;221533;Черная женская сумка;экокожа;экокожа;98283;текстиль;текстиль;черный;черный
500124732;Всесезонная;221533;Голубая женская сумка;экокожа;экокожа;98283;текстиль;текстиль;голубой;голубой
500124733;Всесезонная;221533;Красная женская сумка;экокожа;экокожа;98283;текстиль;текстиль;красный;красный
500124735;Всесезонная;221533;Бронзовая женская сумка;экокожа;экокожа;98283;текстиль;текстиль;бронзовый;коричневый
500124734;Всесезонная;221533;Розовая женская сумка;экокожа;экокожа;98283;текстиль;текстиль;розовый;розовый
500124736;Всесезонная;221534;Бордовая женская сумка;экокожа;экокожа;98284;текстиль;текстиль;бордовый;красный
500124739;Всесезонная;221534;Красная женская сумка;экокожа;экокожа;98284;текстиль;текстиль;красный;красный
500124737;Всесезонная;221534;Зеленая женская сумка;экокожа;экокожа;98284;текстиль;текстиль;зеленый;зеленый
500124740;Всесезонная;221534;Коричневая женская сумка;экокожа;экокожа;98284;текстиль;текстиль;коричневый;коричневый
500124738;Всесезонная;221534;Серая женская сумка;экокожа;экокожа;98284;текстиль;текстиль;серый;серый
500124742;Всесезонная;221535;Женская сумка;экокожа;экокожа;98285;текстиль;текстиль;бежевый / голубой;бежевый
500124744;Всесезонная;221535;Женская сумка;экокожа;экокожа;98285;текстиль;текстиль;красный / светло-серый;красный
500124741;Всесезонная;221535;Женская сумка;экокожа;экокожа;98285;текстиль;текстиль;зеленый / коричневый;зеленый
500124743;Всесезонная;221535;Женская сумка;экокожа;экокожа;98285;текстиль;текстиль;светло-голубой / розовый;голубой
500124747;Всесезонная;221536;Красная женская сумка;экокожа;экокожа;98286;текстиль;текстиль;красный;красный
500124746;Всесезонная;221536;Зеленая женская сумка;экокожа;экокожа;98286;текстиль;текстиль;зеленый;зеленый
500124748;Всесезонная;221536;Женская сумка;экокожа;экокожа;98286;текстиль;текстиль;светло-серый;серый
500124745;Всесезонная;221536;Серая женская сумка;экокожа;экокожа;98286;текстиль;текстиль;серый;серый
500124668;Всесезонная;224537;Женская сумка из кожи;натуральная кожа;натуральная кожа;98287;текстиль;текстиль;темно-бежевый;бежевый
500124669;Всесезонная;224537;Черная женская сумка;натуральная кожа;натуральная кожа;98287;текстиль;текстиль;черный;черный
500124667;Всесезонная;224537;Сумка из натуральной кожи;натуральная кожа;натуральная кожа;98287;текстиль;текстиль;темно-розовый;розовый
500124767;Всесезонная;224537;Сумка из натуральной кожи;натуральная кожа;натуральная кожа;98287;текстиль;текстиль;темно-серый;серый
500124670;Всесезонная;224538;Бежевая женская сумка;натуральная кожа;натуральная кожа;98288;текстиль;текстиль;бежевый;бежевый
500124671;Всесезонная;224538;Черная женская сумка;натуральная кожа;натуральная кожа;98288;текстиль;текстиль;черный;черный
500124672;Всесезонная;224539;Женская сумка из кожи;натуральная кожа;натуральная кожа;98289;текстиль;текстиль;светло-бежевый;бежевый
500124674;Всесезонная;224539;Черная женская сумка;натуральная кожа;натуральная кожа;98289;текстиль;текстиль;черный;черный
500124675;Всесезонная;224539;Синяя женская сумка;натуральная кожа;натуральная кожа;98289;текстиль;текстиль;синий;синий
500124673;Всесезонная;224539;Розовая женская сумка;натуральная кожа;натуральная кожа;98289;текстиль;текстиль;розовый;розовый
500124678;Всесезонная;224540;Черная женская сумка;натуральная кожа;натуральная кожа;98290;текстиль;текстиль;черный;черный
500124677;Всесезонная;224540;Синяя женская сумка;натуральная кожа;натуральная кожа;98290;текстиль;текстиль;синий;синий
500124676;Всесезонная;224540;Женская сумка из кожи;натуральная кожа;натуральная кожа;98290;текстиль;текстиль;светло-серый;серый
500124679;Всесезонная;224540;Бордовая женская сумка;натуральная кожа;натуральная кожа;98290;текстиль;текстиль;бордовый;красный
500124681;Всесезонная;224541;Бежевая женская сумка;натуральная кожа;натуральная кожа;98291;текстиль;текстиль;бежевый;бежевый
500124682;Всесезонная;224541;Розовая женская сумка;натуральная кожа;натуральная кожа;98291;текстиль;текстиль;розовый;розовый
500124680;Всесезонная;224541;Коричневая женская сумка;натуральная кожа;натуральная кожа;98291;текстиль;текстиль;коричневый;коричневый
500124683;Всесезонная;224542;Бежевая женская сумка;натуральная кожа;натуральная кожа;98292;текстиль;текстиль;бежевый;бежевый
500124684;Всесезонная;224542;Серая женская сумка;натуральная кожа;натуральная кожа;98292;текстиль;текстиль;серый;серый
500124686;Всесезонная;224543;Розовая женская сумка;натуральная кожа;натуральная кожа;98293;текстиль;текстиль;розовый;розовый
500124688;Всесезонная;224543;Женская сумка из кожи;натуральная кожа;натуральная кожа;98293;текстиль;текстиль;светло-зеленый;зеленый
500124685;Всесезонная;224543;Сумка из натуральной кожи;натуральная кожа;натуральная кожа;98293;текстиль;текстиль;светло-серый;серый
500124687;Всесезонная;224543;Красная женская сумка;натуральная кожа;натуральная кожа;98293;текстиль;текстиль;красный;красный
500124691;Всесезонная;224544;Сумка из натуральной кожи;натуральная кожа;натуральная кожа;98294;текстиль;текстиль;темно-бежевый;бежевый
500124690;Всесезонная;224544;Синяя женская сумка;натуральная кожа;натуральная кожа;98294;текстиль;текстиль;синий;синий
500124689;Всесезонная;224544;Розовая женская сумка;натуральная кожа;натуральная кожа;98294;текстиль;текстиль;розовый;розовый
500124692;Всесезонная;224545;Женская сумка из кожи;натуральная кожа;натуральная кожа;98295;текстиль;текстиль;светло-бежевый;бежевый
500124695;Всесезонная;224545;Черная женская сумка;натуральная кожа;натуральная кожа;98295;текстиль;текстиль;черный;черный
500124694;Всесезонная;224545;Красная женская сумка;натуральная кожа;натуральная кожа;98295;текстиль;текстиль;красный;красный
500124693;Всесезонная;224545;Желтая женская сумка;натуральная кожа;натуральная кожа;98295;текстиль;текстиль;желтый;желтый
500124696;Всесезонная;224546;Бежевая женская сумка;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;бежевый;бежевый
500124699;Всесезонная;224546;Бордовая женская сумка;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;бордовый;красный
500124700;Всесезонная;224546;Сумка из натуральной кожи;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;темно-зеленый;зеленый
500124697;Всесезонная;224546;Коричневая женская сумка;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;коричневый;коричневый
500124698;Всесезонная;224546;Женская сумка из кожи;натуральная кожа;натуральная кожа;98296;текстиль;текстиль;темно-серый;серый
500124768;Всесезонная;224547;Черная женская сумка;натуральная кожа;натуральная кожа;98297;текстиль;текстиль;черный;черный
500124769;Всесезонная;224547;Бежевая женская сумка;натуральная кожа;натуральная кожа;98297;текстиль;текстиль;бежевый;бежевый
500124061;Всесезонная;221600;Черная мужская сумка;натуральная кожа;натуральная кожа;98298;текстиль;текстиль;черный;черный
500124062;Всесезонная;221601;Черная мужская сумка;натуральная кожа;натуральная кожа;98299;текстиль;текстиль;черный;черный
500124063;Всесезонная;221602;Черная мужская сумка;натуральная кожа;натуральная кожа;98300;текстиль;текстиль;черный;черный
500124064;Всесезонная;221603;Черная мужская барсетка;натуральная кожа;натуральная кожа;98301;текстиль;текстиль;черный;черный
500124065;Всесезонная;221604;Черная мужская сумка;натуральная кожа;натуральная кожа;98302;текстиль;текстиль;черный;черный
500124066;Всесезонная;221605;Черная мужская сумка;натуральная кожа;натуральная кожа;98303;текстиль;текстиль;черный;черный
500124067;Всесезонная;221606;Черная мужская сумка;натуральная кожа;натуральная кожа;98304;текстиль;текстиль;черный;черный
500124068;Всесезонная;221607;Черная мужская сумка;натуральная кожа;натуральная кожа;98305;текстиль;текстиль;черный;черный
500124069;Всесезонная;221608;Черная мужская сумка;натуральная кожа;натуральная кожа;98306;текстиль;текстиль;черный;черный
500124070;Всесезонная;221609;Черный мужской рюкзак;натуральная кожа;натуральная кожа;98307;текстиль;текстиль;черный;черный
500124071;Всесезонная;221610;Черный мужской рюкзак;натуральная кожа;натуральная кожа;98308;текстиль;текстиль;черный;черный
500124781;Всесезонная;221611;Зонт;текстиль;текстиль;98309;текстиль;текстиль;разноцветный;разноцветный
500124782;Всесезонная;221612;Зонт;текстиль;текстиль;98310;текстиль;текстиль;разноцветный;разноцветный
500124783;Всесезонная;221613;Зонт;текстиль;текстиль;98311;текстиль;текстиль;разноцветный;разноцветный
500124784;Всесезонная;221614;Зонт;текстиль;текстиль;98312;текстиль;текстиль;разноцветный;разноцветный
500124238;Лето;222100;Розовые женские босоножки;натуральная кожа;натуральная кожа;98313;натуральная кожа;натуральная кожа;розовый;розовый
500124239;Лето;222100;Голубые женские босоножки;натуральная кожа;натуральная кожа;98313;натуральная кожа;натуральная кожа;голубой;голубой
500124240;Лето;222101;Розовые женские босоножки;натуральная кожа;натуральная кожа;98314;натуральная кожа;натуральная кожа;розовый;розовый
500124241;Лето;222101;Босоножки на каблуке;натуральная кожа;натуральная кожа;98314;натуральная кожа;натуральная кожа;черный;черный
500124242;Лето;222102;Серые женские босоножки;натуральная кожа;натуральная кожа;98315;натуральная кожа;натуральная кожа;серый;серый
500124243;Лето;222102;Голубые женские босоножки;натуральная кожа;натуральная кожа;98315;натуральная кожа;натуральная кожа;голубой;голубой
500124244;Лето;222102;Золотые женские босоножки;натуральная кожа;натуральная кожа;98316;натуральная кожа;натуральная кожа;золотой;желтый
500124245;Лето;222102;Синие женские босоножки;натуральная кожа;натуральная кожа;98316;натуральная кожа;натуральная кожа;синий;синий
500124246;Лето;222102;Желтые женские босоножки;натуральная кожа;натуральная кожа;98316;натуральная кожа;натуральная кожа;желтый;желтый
500124247;Лето;222103;Коричневые женские босоножки;натуральная кожа;натуральная кожа;98317;натуральная кожа;натуральная кожа;коричневый;коричневый
500124248;Лето;222103;Желтые женские босоножки;натуральная кожа;натуральная кожа;98317;натуральная кожа;натуральная кожа;желтый;желтый
500124249;Лето;222103;Рыжые женские босоножки;натуральная кожа;натуральная кожа;98317;натуральная кожа;натуральная кожа;рыжий;коричневый
500124250;Всесезонная;222104;Черные женские балетки;натуральная кожа;натуральная кожа;98318;без подкладки;без подкладки;черный;черный
500124251;Всесезонная;222104;Бежевые женские балетки;натуральная кожа;натуральная кожа;98318;без подкладки;без подкладки;бежевый;бежевый
500124252;Всесезонная;222105;Голубые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;голубой;голубой
500124253;Всесезонная;222105;Фиолетовые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;фиолетовый;фиолетовый
500124254;Всесезонная;222105;Желтые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;желтый;желтый
500124255;Всесезонная;222105;Зеленые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;зеленый;зеленый
500124256;Всесезонная;222105;Серые женские мокасины;нубук;нубук;98319;без подкладки;без подкладки;серый;серый
500124257;Всесезонная;222106;Розовые женские мокасины;замша;замша;98320;натуральная кожа;натуральная кожа;розовый;розовый
500124258;Всесезонная;222106;Зеленые женские мокасины;замша;замша;98320;натуральная кожа;натуральная кожа;зеленый;зеленый
500124259;Всесезонная;222106;Фиолетовые женские мокасины;замша;замша;98320;натуральная кожа;натуральная кожа;фиолетовый;фиолетовый
500124260;Всесезонная;222107;Голубые женские лоферы;нубук;нубук;98321;натуральная кожа;натуральная кожа;голубой;голубой
500124261;Всесезонная;222107;Розовые женские лоферы;нубук;нубук;98321;натуральная кожа;натуральная кожа;розовый;розовый
500124262;Всесезонная;222107;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98321;натуральная кожа;натуральная кожа;бежевый;бежевый
500124263;Всесезонная;222108;Женские полуботинки нубук;кожа / нубук;нубук;98322;без подкладки;без подкладки;светло-бежевый;бежевый
500124264;Всесезонная;222108;Рыжые женские полуботинки;кожа / нубук;нубук;98322;без подкладки;без подкладки;рыжий;коричневый
500124265;Всесезонная;222108;Зеленые женские полуботинки;кожа / нубук;нубук;98322;без подкладки;без подкладки;зеленый;зеленый
500124266;Лето;222109;Бежевые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;бежевый;бежевый
500124267;Лето;222109;Белые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;белый;белый
500124268;Лето;222109;Золотые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;золотой;желтый
500124269;Лето;222109;Розовые женские эспадрильи;натуральная кожа;натуральная кожа;98323;без подкладки;без подкладки;розовый;розовый
500124270;Всесезонная;222109;Серебряные женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;серебряный;серебряный
500124271;Всесезонная;222109;Зеленые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;зеленый;зеленый
500124272;Всесезонная;222109;Голубые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;голубой;голубой
500124273;Всесезонная;222109;Коричневые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;коричневый;коричневый
500124274;Всесезонная;222109;Золотые женские эспадрильи;натуральная кожа;натуральная кожа;98324;без подкладки;без подкладки;золотой;желтый
500124275;Лето;222109;Голубые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;голубой;голубой
500124276;Лето;222109;Бежевые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;бежевый;бежевый
500124277;Лето;222109;Розовые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;розовый;розовый
500124278;Лето;222109;Рыжые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;рыжий;коричневый
500124279;Лето;222109;Белые женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;белый;белый
500124280;Лето;222109;Красные женские эспадрильи;натуральная кожа;натуральная кожа;98325;без подкладки;без подкладки;красный;красный
500124281;Всесезонная;222110;Желтые женские эспадрильи;натуральная кожа;натуральная кожа;98326;без подкладки;без подкладки;желтый;желтый
500124282;Всесезонная;222110;Розовые женские эспадрильи;натуральная кожа;натуральная кожа;98326;без подкладки;без подкладки;розовый;розовый
500124283;Лето;222111;Коричневые женские босоножки;замша;замша;98327;натуральная кожа;натуральная кожа;коричневый;коричневый
500124284;Лето;222111;Розовые женские босоножки;замша;замша;98327;натуральная кожа;натуральная кожа;розовый;розовый
500124285;Всесезонная;222112;Розовые женские слиперы;натуральная кожа;натуральная кожа;98328;натуральная кожа;натуральная кожа;розовый;розовый
500124286;Всесезонная;222112;Серые женские слиперы;натуральная кожа;натуральная кожа;98328;натуральная кожа;натуральная кожа;серый;серый
500124287;Всесезонная;222113;Серые женские лоферы;натуральная кожа;натуральная кожа;98329;без подкладки;без подкладки;серый;серый
500124288;Всесезонная;222113;Бежевые женские лоферы;натуральная кожа;натуральная кожа;98329;без подкладки;без подкладки;бежевый;бежевый
500124289;Лето;222114;Розовые женские полуботинки;натуральная кожа;натуральная кожа;98330;без подкладки;без подкладки;розовый;розовый
500124290;Лето;222114;Женские полуботинки на платформе;натуральная кожа;натуральная кожа;98330;без подкладки;без подкладки;светло-бежевый;бежевый
500124291;Лето;222114;Голубые женские полуботинки;натуральная кожа;натуральная кожа;98330;без подкладки;без подкладки;голубой;голубой
500124292;Всесезонная;222115;Женские кожаные лоферы;натуральная кожа;натуральная кожа;98331;натуральная кожа;натуральная кожа;темно-синий;синий
500124293;Всесезонная;222115;Розовые женские лоферы;натуральная кожа;натуральная кожа;98331;натуральная кожа;натуральная кожа;розовый;розовый
500124294;Всесезонная;222115;Белые женские лоферы;натуральная кожа;натуральная кожа;98331;натуральная кожа;натуральная кожа;белый;белый
500124295;Всесезонная;222116;Розовые женские слиперы;натуральная кожа;натуральная кожа;98332;натуральная кожа;натуральная кожа;розовый;розовый
500124296;Всесезонная;222116;Серые женские слиперы;натуральная кожа;натуральная кожа;98332;натуральная кожа;натуральная кожа;серый;серый
500124297;Всесезонная;222117;Красные женские лоферы;замша;замша;98333;натуральная кожа;натуральная кожа;красный;красный
500124298;Всесезонная;222117;Бежевые женские лоферы;замша;замша;98333;натуральная кожа;натуральная кожа;бежевый;бежевый
500124299;Всесезонная;222117;Женские лоферы из замши;замша;замша;98333;натуральная кожа;натуральная кожа;темно-синий;синий
500124300;Лето;222118;Черные женские полуботинки;натуральная кожа;натуральная кожа;98334;натуральная кожа;натуральная кожа;черный;черный
500124343;Лето;222118;Синие женские полуботинки;натуральная кожа;натуральная кожа;98334;натуральная кожа;натуральная кожа;синий;синий
500124344;Лето;222118;Серебряные женские полуботинки;натуральная кожа;натуральная кожа;98335;натуральная кожа;натуральная кожа;серебряный;серебряный
500124303;Лето;222119;Бежевые женские кроссовки;нубук;нубук;98336;без подкладки;без подкладки;бежевый;бежевый
500124304;Лето;222119;Зеленые женские кроссовки;нубук;нубук;98336;без подкладки;без подкладки;зеленый;зеленый
500124305;Лето;222119;Красные женские кроссовки;нубук;нубук;98336;без подкладки;без подкладки;красный;красный
500124432;Лето;222119;Белые женские кроссовки;натуральная кожа;натуральная кожа;98336;без подкладки;без подкладки;белый;белый
500124306;Лето;222120;Женские кеды нубук;нубук;нубук;98337;без подкладки;без подкладки;темно-зеленый;зеленый
500124307;Лето;222120;Бежевые женские кеды;нубук;нубук;98337;без подкладки;без подкладки;бежевый;бежевый
500124308;Всесезонная;222121;Замшевые женские туфли;замша;замша;98338;натуральная кожа;натуральная кожа;черный;черный
500124309;Всесезонная;222121;Бордовые лаковые туфли;лакированная кожа;лаковая кожа;98338;натуральная кожа;натуральная кожа;бордовый;красный
500124310;Всесезонная;222121;Кожаные женские туфли;натуральная кожа;натуральная кожа;98338;натуральная кожа;натуральная кожа;черный;черный
500124311;Всесезонная;222121;Бежевые кожаные туфли;натуральная кожа;натуральная кожа;98338;натуральная кожа;натуральная кожа;бежевый;бежевый
500124312;Лето;222121;Кожаные женские туфли;натуральная кожа;натуральная кожа;98339;натуральная кожа;натуральная кожа;розовый;розовый
500124313;Лето;222121;Бежевые лаковые туфли;лакированная кожа;лаковая кожа;98339;натуральная кожа;натуральная кожа;бежевый;бежевый
500124314;Лето;222121;Серые женские туфли;замша;замша;98339;натуральная кожа;натуральная кожа;серый;серый
500124315;Всесезонная;222122;Бежевые кожаные туфли;натуральная кожа;натуральная кожа;98340;натуральная кожа;натуральная кожа;бежевый;бежевый
500124316;Всесезонная;222122;Туфли на низком каблуке;натуральная кожа;натуральная кожа;98340;натуральная кожа;натуральная кожа;черный;черный
500124317;Всесезонная;222123;Кожаные женские туфли;натуральная кожа;натуральная кожа;98341;натуральная кожа;натуральная кожа;черный;черный
500124318;Всесезонная;222123;Бежевые женские туфли;натуральная кожа;натуральная кожа;98341;натуральная кожа;натуральная кожа;бежевый;бежевый
500124319;Всесезонная;222123;Фиолетовые женские туфли;нубук;нубук;98342;натуральная кожа;натуральная кожа;фиолетовый;фиолетовый
500124320;Всесезонная;222123;Розовые женские туфли;нубук;нубук;98342;натуральная кожа;натуральная кожа;розовый;розовый
500124321;Всесезонная;222123;Бежевые туфли нубук;нубук;нубук;98342;натуральная кожа;натуральная кожа;бежевый;бежевый
500124327;Лето;222125;Черные женские босоножки;натуральная кожа;натуральная кожа;98343;натуральная кожа;натуральная кожа;черный;черный
500124328;Лето;222125;Серебряные женские босоножки;натуральная кожа;натуральная кожа;98343;натуральная кожа;натуральная кожа;серебряный;серебряный
500124329;Лето;222126;Босоножки на платформе;кожа / пластик;натуральная кожа;98344;натуральная кожа;натуральная кожа;черный;черный
500124330;Лето;222126;Босоножки на платформе;кожа / пластик;натуральная кожа;98344;натуральная кожа;натуральная кожа;черный / серебряный;черный
500124331;Лето;222126;Белые женские сабо;натуральная кожа;натуральная кожа;98345;натуральная кожа;натуральная кожа;белый;белый
500124332;Лето;222126;Бежевые женские сабо;натуральная кожа;натуральная кожа;98345;натуральная кожа;натуральная кожа;бежевый;бежевый
500124333;Лето;222126;Голубые женские босоножки;натуральная кожа;натуральная кожа;98346;натуральная кожа;натуральная кожа;голубой;голубой
500124334;Лето;222126;Босоножки на платформе;натуральная кожа;натуральная кожа;98346;натуральная кожа;натуральная кожа;черный;черный
500124335;Лето;222126;Рыжые женские босоножки;натуральная кожа;натуральная кожа;98346;натуральная кожа;натуральная кожа;рыжий;коричневый
500124336;Всесезонная;222127;Черные женские кроссовки;натуральная кожа;натуральная кожа;98347;без подкладки;без подкладки;черный;черный
500124337;Всесезонная;222127;Женские кроссовки нубук;нубук;нубук;98347;без подкладки;без подкладки;темно-синий;синий
